concept_A,concept_B,label
angle_bisector_theorem,angle,1
kite_(geometry),geometry,1
polygon,decagon,0
scaling_(geometry),similarity_(geometry),0
triangle,midpoint,0
cartesian_coordinate_system,plane_(geometry),1
quadrilateral,bisection,0
angle,grade_(slope),0
point_(geometry),grade_(slope),0
right_triangle,square,0
circle,arc_length,0
skew_lines,plane_(geometry),1
triangle_inequality,polygon,1
hexagon,polygon,1
prism_(geometry),face_(geometry),1
line_(geometry),transversal_(geometry),0
point_(geometry),pythagorean_theorem,0
edge_(geometry),pyramid_(geometry),0
line_segment,star_polygon,0
symmetry,rotation_(mathematics),0
angle,rhombus,0
cylinder_(geometry),cone,0
pythagorean_triple,edge_(geometry),1
geometry,internal_and_external_angle,0
midpoint,geometry,1
convex_polygon,tessellation,0
midpoint,vertex_(geometry),0
bisection,circle,0
geometry,circumference,0
rectangle,geometry,1
polygon,special_right_triangles,0
two-dimensional_space,hexagon,0
angle,diameter,0
geometry,collinearity,0
diagonal,line_(geometry),1
acute_and_obtuse_triangles,equilateral_triangle,0
midpoint,distance,0
line_(geometry),perpendicular,0
geometry,reflection_symmetry,0
point_(geometry),right_angle,0
perpendicular,diagonal,0
midpoint,circle,0
tessellation,symmetry,0
tangent,grade_(slope),0
parallelogram,triangle,0
line_(geometry),hendecagon,0
face_(geometry),geometry,1
rotation_(mathematics),translation_(geometry),0
special_right_triangles,edge_(geometry),1
convex_polygon,isosceles_triangle,0
octagon,vertex_(geometry),1
line_segment,chord_(geometry),0
triangle,vertex_(geometry),1
equilateral_triangle,reflection_symmetry,0
equilateral_triangle,hexagon,0
geometry,nonagon,0
special_right_triangles,angle,1
triangle,quadrilateral,0
parallel_(geometry),sphere,0
polygon,trigonometric_functions,0
line_segment,sine,0
angle,kite_(geometry),0
arc_length,angle,0
two-dimensional_space,cartesian_coordinate_system,0
perpendicular,acute_and_obtuse_triangles,0
altitude_(triangle),line_segment,1
rectangle,convex_polygon,0
edge_(geometry),prism_(geometry),0
equilateral_triangle,edge_(geometry),1
vertex_(geometry),octagon,0
slope,sine,0
square,distance,0
distance,parallel_(geometry),0
reflection_(mathematics),distance,0
pythagorean_triple,point_(geometry),1
polygon,triangle_inequality,0
collinearity,circle,0
special_right_triangles,polygon,1
rhombus,point_(geometry),1
cylinder_(geometry),cross_section_(geometry),0
geometry,polyhedron,0
hendecagon,point_(geometry),1
nonagon,edge_(geometry),1
convex_polygon,line_segment,1
grade_(slope),slope,1
rotation_(mathematics),circle,0
diagonal,rectangle,0
quadrilateral,kite_(geometry),0
altitude_(triangle),perpendicular,1
circumference,pythagorean_theorem,0
geometry,chord_(geometry),0
octagon,rotational_symmetry,0
geometry,convex_polygon,0
scale_factor,distance,0
internal_and_external_angle,convex_polygon,0
chord_(geometry),line_segment,1
altitude_(triangle),angle,1
chord_(geometry),circle,1
symmetry,reflection_(mathematics),0
skew_lines,geometry,1
diameter,circle,1
right_triangle,pythagorean_theorem,0
symmetry,bisection,0
tessellation,geometry,1
line_(geometry),star_polygon,0
right_triangle,rectangle,0
geometry,heptagon,0
angle,pyramid_(geometry),0
heptagon,line_(geometry),1
midpoint,acute_and_obtuse_triangles,0
arc_(geometry),bisection,0
slope,angle,0
cone,circle,1
kite_(geometry),line_segment,1
rectangle,reflection_symmetry,0
angle_bisector_theorem,vertex_(geometry),1
chord_(geometry),arc_length,0
parallel_(geometry),rectangle,0
dodecagon,star_polygon,0
octagon,polygon,1
perpendicular,plane_(geometry),0
special_right_triangles,midpoint,0
midpoint,convex_polygon,0
line_segment,parallelogram,0
polygon,angle_bisector_theorem,0
midpoint,perpendicular,0
reflection_(mathematics),rotation_(mathematics),1
isosceles_triangle,point_(geometry),1
geometry,exterior_angle_theorem,0
triangle,special_right_triangles,0
exterior_angle_theorem,polygon,1
bisection,kite_(geometry),0
line_(geometry),acute_and_obtuse_triangles,0
perpendicular,right_triangle,0
diagonal,rhombus,0
line_segment,square,0
point_(geometry),prism_(geometry),0
pythagorean_theorem,geometry,1
isosceles_triangle,line_(geometry),1
vertex_(geometry),sphere,0
parallelogram,point_(geometry),1
arc_length,polygon,0
trapezoid,triangle,0
sine,vertex_(geometry),1
polygon,congruence_(geometry),0
line_segment,diagonal,0
pyramid_(geometry),point_(geometry),1
edge_(geometry),parallelogram,0
angle,pentagon,0
pyramid_(geometry),polygon,1
midpoint,symmetry,0
line_segment,acute_and_obtuse_triangles,0
point_(geometry),trigonometric_functions,0
perpendicular,point_(geometry),1
right_triangle,bisection,0
perpendicular,geometry,1
reflection_(mathematics),reflection_symmetry,0
special_right_triangles,trigonometric_functions,0
radius,perpendicular,0
rhombus,polyhedron,0
angle_bisector_theorem,bisection,1
line_segment,triangle_inequality,0
polyhedron,star_polygon,0
parallelogram,square,0
altitude_(triangle),edge_(geometry),1
right_triangle,edge_(geometry),1
geometry,distance,0
cylinder_(geometry),geometry,1
line_segment,midpoint,0
acute_and_obtuse_triangles,line_(geometry),1
triangle,rhombus,0
line_segment,arc_length,0
triangle,internal_and_external_angle,0
angle_bisector_theorem,internal_and_external_angle,0
star_polygon,polygon,1
decagon,vertex_(geometry),1
two-dimensional_space,equilateral_triangle,0
internal_and_external_angle,geometry,1
inverse_trigonometric_functions,sine,1
inverse_trigonometric_functions,vertex_(geometry),1
square,convex_polygon,0
exterior_angle_theorem,line_(geometry),1
right_triangle,special_right_triangles,0
transversal_(geometry),geometry,1
kite_(geometry),rectangle,0
trapezoid,diagonal,0
equilateral_triangle,point_(geometry),1
polygon,tangent,0
vertex_(geometry),tangent,0
triangle,line_segment,1
parallelogram,midpoint,0
symmetry,circle,0
coordinate_system,radius,0
vertex_(geometry),rhombus,0
translation_(geometry),geometry,1
arc_length,sphere,0
convex_polygon,line_(geometry),1
inverse_trigonometric_functions,circle,0
vertex_(geometry),convex_polygon,0
polygon,sine,0
line_segment,circle,0
geometry,skew_lines,0
hexagon,line_(geometry),1
collinearity,line_(geometry),1
nonagon,polygon,1
bisection,geometry,1
polyhedron,sphere,0
angle,parallelogram,0
pyramid_(geometry),vertex_(geometry),1
triangle_inequality,point_(geometry),1
rhombus,angle,1
hexagon,point_(geometry),1
rotational_symmetry,distance,0
edge_(geometry),equilateral_triangle,0
special_right_triangles,geometry,1
slope,trigonometric_functions,0
trigonometric_functions,secant_line,0
vertex_(geometry),polyhedron,0
altitude_(triangle),distance,1
geometry,isosceles_triangle,0
square,rhombus,0
parallelogram,quadrilateral,1
tangent,vertex_(geometry),1
edge_(geometry),pentagon,0
triangle,parallelogram,0
reflection_symmetry,rotation_(mathematics),1
angle,rotational_symmetry,0
diameter,circumference,0
angle,point_(geometry),1
square,rotational_symmetry,0
sine,inverse_trigonometric_functions,0
diameter,pythagorean_theorem,0
line_(geometry),bisection,0
polygon,acute_and_obtuse_triangles,0
parallelogram,vertex_(geometry),1
polygon,edge_(geometry),1
parallel_(geometry),prism_(geometry),0
bisection,angle,1
similarity_(geometry),geometry,1
edge_(geometry),nonagon,0
magnetic_field,inertial_frame_of_reference,0
gravitational_acceleration,position_(vector),1
energy,planet,0
mechanical_energy,gravitational_field,0
physics,electric_potential_energy,0
newton's_laws_of_motion,motion,0
motion_graphs_and_derivatives,acceleration,0
speed,length,0
energy,intensity_(physics),0
snell's_law,refractive_index,1
hooke's_law,work_(physics),0
acceleration,displacement_(vector),1
physics,collision,0
electron,mechanical_energy,0
mass,wave,0
potential_energy,gravity,0
refractive_index,electric_field,0
hardness,elasticity_(physics),1
photoelectric_effect,collision,0
refractive_index,reflection_(physics),0
shock_wave,wave,1
projectile_motion,gravity,1
non-inertial_reference_frame,frame_of_reference,1
diffraction,field_(physics),0
intensity_(physics),energy,1
electrical_conductor,electromagnetic_spectrum,0
magnetic_field,velocity,0
crest_(physics),doppler_effect,0
wave,reflection_(physics),0
energy,collision,0
sound_intensity,wave,0
refractive_index,scattering,0
physics,stiffness,0
magnetic_field,relative_velocity,0
snell's_law,speed,1
electric_potential,joule,0
temperature,physics,0
energy_level,temperature,0
velocity,doppler_effect,0
normal_force,velocity,0
electromagnetic_radiation,velocity,0
magnetism,electric_current,0
electric_potential,magnetic_field,0
newton's_law_of_universal_gravitation,physics,1
position_(vector),acceleration,0
refractive_index,wave,1
physics,snell's_law,0
energy,joule,0
electromotive_force,voltage,1
diffraction,scattering,0
plane_mirror,length,0
capacitance,coulomb,0
dielectric,voltage,0
refractive_index,refraction,1
magnetism,field_line,0
energy_level,energy,1
distance,optical_microscope,0
elastic_collision,kinetic_energy,1
electrostatics,electric_current,0
displacement_(vector),mass,0
projectile_motion,speed,1
electron,electroscope,0
electroscope,electrostatics,0
intensity_(physics),light,0
electron,frequency,0
angle_of_incidence,ray_(optics),0
temperature,absorption_spectroscopy,0
newton's_laws_of_motion,collision,0
mirror_image,reflection_(physics),1
laser,absorption_spectroscopy,0
work_(physics),potential_energy,0
voltage,electromotive_force,0
absorption_spectroscopy,wavelength,1
position_(vector),force,0
acceleration,work_(physics),0
reflection_(physics),total_internal_reflection,0
power_(physics),energy,1
absorption_spectroscopy,planet,0
refractive_index,laser,0
gravity,doppler_effect,0
amplitude,doppler_effect,0
wave,tension_(physics),0
intensity_(physics),velocity,0
gravity_of_earth,torque,0
deformation_(engineering),elasticity_(physics),0
acceleration,electric_potential,0
work_(physics),position_(vector),1
magnetic_field,mirror_image,0
electromagnetic_spectrum,wavelength,1
emission_spectrum,frequency,1
potential_energy,power_(physics),0
specular_reflection,wave,1
energy,power_(physics),0
le_sage's_theory_of_gravitation,collision,0
specular_reflection,euclidean_vector,0
electron,absorption_spectroscopy,0
total_internal_reflection,light,1
physics,rarefaction,0
plasticity_(physics),hardness,0
physics,gravitational_acceleration,0
speed,magnetic_field,0
energy_level,physics,1
magnetic_field,magnet,1
elasticity_(physics),wave,0
phase_velocity,dispersion_(optics),0
physics,wavelength,0
fracture,strength_of_materials,0
diffraction,wave,1
free_fall,displacement_(vector),1
force,sound_intensity,0
wavelength,dispersion_(optics),0
temperature,electrical_resistance_and_conductance,0
magnetic_field,absorption_spectroscopy,0
field_(physics),planet,0
le_sage's_theory_of_gravitation,speed,1
inelastic_collision,physics,1
energy,sound_intensity,0
energy_level,wavelength,0
electromagnetic_radiation,magnet,1
euclidean_vector,electrostatics,0
friction,hooke's_law,0
le_sage's_theory_of_gravitation,elastic_collision,0
hertz,velocity,0
doppler_effect,speed,1
newton's_law_of_universal_gravitation,gravitational_constant,0
wave,transverse_wave,0
refractive_index,speed,1
laser,doppler_effect,0
acceleration,non-inertial_reference_frame,0
magnetic_field,electric_current,1
newton's_law_of_universal_gravitation,gravitational_field,0
potential_energy,torque,0
gravitational_acceleration,force,1
free_fall,physics,1
photoelectric_effect,kinetic_energy,0
position_(vector),motion_(physics),0
energy,electromotive_force,0
dispersion_(optics),light,1
newton's_laws_of_motion,gravity_of_earth,0
light,wavelength,0
force,plasticity_(physics),0
newton's_law_of_universal_gravitation,kilogram,0
doppler_effect,physics,1
total_internal_reflection,laser,0
electrical_conductor,metre,0
telescope,reflection_(physics),0
energy,hertz,0
wavelength,interference_(wave_propagation),0
magnet,electric_field,0
work_(physics),joule,0
non-inertial_reference_frame,motion_(physics),1
photoelectric_effect,hertz,0
inertial_frame_of_reference,collision,0
light,plane_mirror,0
speed,snell's_law,0
electromotive_force,physics,1
magnification,refracting_telescope,0
force,projectile_motion,0
force,hardness,0
snell's_law,velocity,0
velocity,elastic_collision,0
power_(physics),kilogram,0
magnetic_field,energy,0
joule,mechanical_energy,0
speed,motion_(physics),1
mass,electron,0
force,potential_energy,0
virtual_image,ray_(optics),1
electric_field,mass,0
refractive_index,temperature,0
field_line,magnetic_field,0
newton's_laws_of_motion,work_(physics),0
equations_of_motion,motion_(physics),1
electrostatics,field_line,0
diffraction,huygens–fresnel_principle,0
force,elasticity_(physics),0
energy,potential_energy,0
electric_field,coulomb,0
electric_field,electric_current,0
wave,total_internal_reflection,0
frequency,energy,0
lever,length,0
physics,transmission_medium,0
intensity_(physics),laser,0
magnetism,length,0
light,refracting_telescope,0
physics,shock_wave,0
photoelectric_effect,electromagnetic_radiation,0
dielectric,hertz,0
magnetic_field,voltage,0
tension_(physics),mass,0
interference_(wave_propagation),electron,0
euclidean_vector,force,0
contact_force,force,1
standing_wave,frequency,1
magnetic_field,dielectric,0
interference_(wave_propagation),huygens–fresnel_principle,0
amplitude,refractive_index,0
specular_reflection,refractive_index,0
speed,electron,0
gravitational_acceleration,planet,0
distance,free_fall,0
acceleration,velocity,1
velocity,metre,0
capacitance,voltage,1
refractive_index,mass,0
electrostatics,electrical_conductor,0
sonic_boom,physics,1
frame_of_reference,electromagnetic_spectrum,0
capacitor,laser,0
ohm,coulomb,0
electric_field,physics,1
magnetic_field,torque,0
physics,displacement_(vector),0
intensity_(physics),wave,0
wave,energy,0
capacitor,dielectric,0
geometrical_optics,snell's_law,0
wave,doppler_effect,0
ohm's_law,voltage,1
power_(physics),intensity_(physics),0
le_sage's_theory_of_gravitation,energy,0
capacitance,electric_current,0
hooke's_law,stiffness,0
electromagnetic_spectrum,electric_field,1
physics,emission_spectrum,0
total_internal_reflection,physics,1
snell's_law,motion_(physics),1
motion_(physics),energy,0
energy,sonic_boom,0
magnetic_field,gravity_of_earth,0
electron,electromagnetic_radiation,0
acceleration,torque,0
physics,electric_field,0
diffraction,interference_(wave_propagation),0
fatigue_(material),deformation_(engineering),1
force,stiffness,0
distance,gravity_of_earth,0
electric_potential,force,1
electric_charge,capacitance,0
friction,mass,0
elastic_collision,physics,1
free_fall,gravitational_field,0
energy,laser,0
electric_field,wavelength,0
elasticity_(physics),hardness,0
force,elastic_collision,0
refraction,absorption_spectroscopy,0
refraction,electromagnetic_spectrum,0
electric_potential_energy,field_(physics),1
newton's_laws_of_motion,contact_force,0
coulomb's_law,dielectric,0
projectile_motion,velocity,1
electron,distance,0
le_sage's_theory_of_gravitation,wavelength,0
collision,le_sage's_theory_of_gravitation,0
gravity_of_earth,force,1
magnetic_field,potential_energy,0
intensity_(physics),physics,1
electric_field,force,0
physics,wave,0
refractive_index,snell's_law,0
amplitude,huygens–fresnel_principle,0
motion_(physics),electrostatics,0
acceleration,field_(physics),0
scattering,velocity,0
hardness,deformation_(engineering),1
electron,specular_reflection,0
standing_wave,voltage,0
doppler_effect,wavelength,1
diffraction,dispersion_(optics),0
inelastic_collision,elastic_collision,0
magnetism,coulomb,0
gravitational_acceleration,gravity,1
refractive_index,telescope,0
energy,mechanical_energy,0
elastic_collision,energy,1
wave,intensity_(physics),0
mass,distance,0
equations_of_motion,field_(physics),0
displacement_(vector),work_(physics),0
kinetic_energy,mechanical_energy,0
gravitational_field,newton's_law_of_universal_gravitation,1
velocity,wave,0
mirror_image,distance,0
gravity,gravitational_acceleration,0
potential_energy,euclidean_vector,1
wave,elasticity_(physics),0
pitch_(music),hertz,0
speed,shock_wave,0
doppler_effect,frequency,1
speed,electromagnetic_spectrum,0
electron,electrostatics,0
electric_potential,coulomb's_law,1
euclidean_vector,gravitational_acceleration,0
frequency,doppler_effect,0
fracture,elasticity_(physics),0
temperature,kilogram,0
distance,elastic_collision,0
gravitational_acceleration,motion_(physics),1
physics,doppler_effect,0
potential_energy,metre,0
